Id,Name,Text,type,all_points,X,Y,RadiusX,RadiusY,Width,Height,all_transforms
630,"CK+","CK+","Rectangle","28553.751953125,7952.61279296875 36388.2421875,7952.61279296875 36388.2421875,14272.849609375 28553.751953125,14272.849609375",28553.751894468835,7952.612609592245,-1,-1,7834.49193520203,6320.237209986659,"1,0,0,0,1,0,0,0,1"
678,"image_review_1","image_review_1","Rectangle","5220.6142578125,4527.06005859375 21628.2578125,4527.06005859375 21628.2578125,21623.13671875 5220.6142578125,21623.13671875",5220.614013671875,4527.060058593746,-1,-1,16407.64404296875,17096.076660156254,"1,0,0,0,1,0,0,0,1"
679,"undefined","","Rectangle","28386.37109375,7533.2158203125 36647.5625,7533.2158203125 36647.5625,20429.853515625 28386.37109375,20429.853515625",28386.371582031254,7533.215820312504,-1,-1,8261.191406249996,12896.6376953125,"1,0,0,0,1,0,0,0,1"
