,X_centroid,Y_centroid,Hoechst,AF1,CD31,Ki-67,AF2,CD163,CD20,CD4,CD8a,CD68,PD-L1,FOXP3,E-Cadherin,PD-1,CD45,Pan-CK,SMA,Cell type
87859,1804.6,4967.7,16208.6309,1544.7864,372.2961,407.5922,516.3301,273.5243,1344.0292,357.0097,751.301,254.0146,325.6845,270.7719,243.0485,341.8689,1470.3398,230.3495,272.3592,Others
87860,1809.3,4967.8,17759.8848,1537.3733,385.0267,385.4578,517.3689,275.6444,1911.0133,357.3289,622.2222,270.3556,319.9467,281.8044,240.7733,326.6444,1417.9155,222.3067,285.3333,CD20+
87861,1874.7,4967.8,12339.4648,1385.3256,389.186,522.0465,469.6651,286.8186,4747.0791,385.5488,302.907,252.3163,312.2047,254.7488,243.8558,282.3767,1856.2559,215.7395,283.7116,CD20+
87862,1888.2,4969.3,9764.6338,1511.0458,362.8994,388.7469,459.6921,292.2988,3071.2378,450.4299,313.1097,1263.0519,453.2134,253.7226,245.6037,285.189,1465.0549,228.6524,282.9695,Others
87863,1909.3,4967.6,14602.5,1351.1488,372.5229,423.8015,438.5611,272.6718,2438.6145,343.3779,295.3282,257.3092,308.5763,252.6336,247.5458,279.1031,1159.0267,232.5496,291.8664,CD20+
87864,1917.4,4967.4,14668.207,1363.0852,363.8,375.2296,444.5926,275.4518,2152.3333,362.1222,296.8333,253.4482,313.1555,254.6444,241.4667,276.6111,1317.6074,225.5741,284.7408,CD20+
87865,1628.7,4967.2,10442.3838,1585.4655,349.9245,412.3585,610.0818,278.912,1710.8364,775.7988,314.9434,274.5723,324.9686,240.088,243.9874,327.6478,1815.8743,231.4151,270.5283,CD20+ CD4+
87866,1780.4,4967.5,12638.751,1429.9716,340.1139,371.9004,487.4484,272.968,1947.3807,323.3594,285.6228,295.5765,300.7153,255.3523,242.4377,297.0925,1171.7865,232.4448,275.4555,CD20+
87867,1790.5,4967.7,15545.9238,1473.4669,365.3808,399.3344,511.0,280.3708,2703.6689,329.6225,302.2715,264.4073,293.947,252.8378,233.6291,291.5695,1743.2715,222.6225,275.6656,CD20+
87868,1635.9,4968.9,9441.6953,1643.3721,355.0,413.6098,637.9122,294.8217,1735.0414,566.5582,342.3954,305.1137,340.2868,253.6589,242.646,303.106,1288.7751,242.9845,270.7416,CD20+
87869,1643.3,4968.2,12399.8184,1450.0841,400.5178,398.2298,561.7897,274.0615,738.6926,359.3171,342.1392,270.6829,303.123,268.3883,244.5178,283.1295,549.7152,231.8835,272.4822,Others
87870,1693.2,4967.2,7499.7256,1750.0646,337.2581,374.2903,529.9839,304.629,4489.5645,864.9355,332.9516,293.6129,321.5323,249.4516,234.7742,312.2742,2507.5,217.0806,261.9677,CD20+ CD4+
87871,1865.1,4971.1,14151.0059,1387.3358,410.0679,388.6881,477.3982,259.8202,2014.0018,667.3523,1621.3743,258.3284,298.1761,268.1633,240.0752,383.7853,1900.9596,221.6771,284.1798,Others
87872,1896.4,4967.5,10758.418,1543.1266,368.4304,386.481,475.1013,281.9873,3455.8608,678.9114,308.2532,240.7975,338.4684,306.4051,237.8734,316.0633,2197.4558,204.5823,272.8481,CD20+
87873,1561.9,4969.2,8799.3076,1782.6787,364.3762,554.9843,673.2978,296.8135,504.3339,369.8903,299.6708,274.4577,354.7523,273.6191,894.3871,300.8229,332.0094,407.4169,285.2257,Others
87874,1620.1,4968.0,6619.1426,1686.3938,375.5866,424.6844,606.6481,286.433,1879.8604,549.8687,308.6201,316.9274,366.0615,251.3939,241.1285,306.0503,1207.2905,242.4916,274.5782,CD20+
87875,1604.6,4970.8,6131.0669,1768.4484,351.5548,438.062,610.6932,307.2766,1035.2655,645.5135,305.1208,1292.3418,418.4563,290.1002,257.7599,310.9634,840.8362,244.7218,268.2448,Others
87876,1749.2,4968.2,17448.2305,1460.4728,358.8231,383.0816,519.949,273.1667,2212.051,538.2653,297.9864,257.551,313.2211,258.3911,238.9592,340.5986,1368.0103,234.3673,275.3605,CD20+
87877,1772.1,4968.3,14454.1729,1511.0038,357.0268,389.7203,520.6514,271.023,2507.5173,355.1073,295.0038,266.8774,307.9464,252.9502,239.8582,297.5287,1540.1992,227.2759,283.8084,CD20+
87880,1857.8,4969.7,10964.7285,1639.1296,365.4321,400.7099,508.537,286.0309,2492.9443,361.0617,350.3889,258.1852,299.3704,265.821,239.7346,282.2346,1564.2778,227.2037,290.1482,CD20+
87884,1525.9,4970.4,3811.4497,1481.9906,377.4874,376.4654,572.2327,374.9591,840.4151,746.1258,322.5094,328.283,359.6289,249.9717,248.1887,308.8145,1621.849,236.022,301.6667,CD4+
87885,1654.7,4970.9,11269.7764,1515.7739,346.3585,462.1689,552.0662,286.2557,1160.0,461.6689,303.9384,290.2055,340.2009,256.8059,242.3516,317.5913,1342.048,236.5616,266.7101,CD20+
87886,1821.5,4969.7,15444.958,1546.4226,368.3097,386.4305,526.042,284.979,2373.8977,337.2073,306.1995,271.0026,311.4777,256.8766,236.4751,293.8661,1517.8215,222.3307,275.6982,CD20+
87887,1877.9,4970.6,13467.7773,1299.1641,375.3789,813.3867,436.3008,272.6523,2200.8281,398.4453,294.1211,282.082,337.2617,247.7109,241.3711,281.1797,1156.2344,228.1445,281.8672,Ki-67+CD20+
87889,1582.6,4980.1,2400.6553,2650.4814,376.8836,521.0078,816.7629,329.0999,603.3989,424.6808,348.8976,329.8035,436.4843,276.0927,948.5722,338.5968,313.7127,877.2279,255.4418,Others
87890,1799.7,4972.0,13298.3262,1432.9767,351.8441,957.1702,495.0018,264.0036,1934.0322,338.9803,407.3907,253.8029,312.3781,255.0932,239.086,303.8333,1218.7939,229.8369,266.1147,Ki-67+CD20+
87893,1647.8,4971.5,9671.6885,1697.7963,380.3698,434.5679,599.6736,292.4944,1140.9453,383.9528,307.966,285.6453,322.9226,254.8245,247.5509,300.1038,822.0585,233.066,281.3943,CD20+
87894,1668.1,4970.7,15776.2734,1395.986,355.2491,382.1544,519.0667,270.3158,1843.772,344.7509,340.7684,257.3053,287.4877,250.9474,242.986,293.593,1228.7649,230.2772,275.1088,CD20+
87895,1690.4,4970.3,16606.9766,1454.6368,342.9387,384.6651,524.6745,269.8962,1840.8254,386.8491,296.5755,279.8868,320.6462,259.5943,246.9953,293.1038,1039.085,233.6368,274.0802,CD20+
87896,1726.1,4970.6,13427.332,1471.6079,349.5558,395.2903,502.2332,273.9752,1818.0422,378.9926,295.0695,346.8139,329.7742,254.9305,238.4218,288.5757,1162.4193,224.6526,281.7891,CD20+
87897,1743.1,4969.8,13143.4531,1583.2981,351.4076,382.283,524.7132,280.117,3004.9131,355.883,304.8528,283.834,302.0226,254.0113,238.5736,293.4566,1919.1887,230.766,275.3358,CD20+
87899,1519.1,4970.1,4570.2969,1765.1272,513.2686,415.0813,642.0707,318.7279,495.8586,395.8339,315.4134,280.8021,338.5724,260.0177,250.7562,298.5795,796.6501,237.9753,440.523,Others
87900,1716.4,4970.7,14712.0381,1597.3048,349.6541,393.0582,539.1609,283.0685,3014.2944,348.5548,312.8322,262.5616,298.0788,270.226,243.0822,287.0342,1436.7877,225.4966,282.1028,CD20+
87901,1765.5,4970.4,16639.7637,1495.7799,355.5153,372.6797,533.8524,278.3454,2577.0779,322.1588,302.4234,263.3621,290.5432,265.4903,239.702,290.2674,1681.3398,225.1059,281.0669,CD20+
87902,1813.9,4970.8,13599.042,1582.9683,363.3028,392.5387,506.7782,277.7887,2295.7712,352.5247,304.4965,266.9718,304.3204,260.3486,240.4754,287.662,1249.5669,236.2606,284.0317,CD20+
87903,1870.8,4970.7,15782.7773,1243.5055,383.1685,400.0869,445.2283,266.6794,2181.3914,352.8641,405.5,251.5815,289.9891,255.6304,244.0109,284.7283,1094.2119,225.7065,283.875,CD20+
87904,1883.8,4971.4,9907.3262,1401.4922,357.1036,412.6114,449.0829,270.3264,1454.798,466.0104,307.8446,933.0829,414.8653,262.6891,242.5492,292.1088,806.1917,234.2021,270.5596,Others
87907,1673.8,4973.5,11393.4697,1643.4795,356.4693,399.9221,552.3688,284.6906,2959.2131,373.873,617.5574,314.7684,321.2336,268.3033,240.2131,301.9529,1559.4734,227.332,269.3484,CD20+
87908,1830.1,4969.7,12306.7246,1496.0399,630.7375,401.1129,508.7508,268.505,1322.7109,416.0498,1484.0166,558.6412,352.7907,284.2525,240.5216,605.2924,1183.2791,227.8206,271.093,Others
87909,1836.0,4970.9,12088.2988,1363.2117,497.8066,374.6387,482.2847,258.3248,1283.0328,399.6898,1628.292,257.5292,314.511,258.5949,236.8212,504.7482,1117.1533,227.8577,280.8431,Others
87912,1695.0,4972.5,14324.5742,1542.1624,332.9091,380.5227,532.2727,273.0844,2082.896,769.1915,315.3117,271.5714,339.7468,251.2078,237.5617,337.4416,1797.9805,230.5455,263.3604,CD20+ CD4+
87913,1774.8,4973.6,12911.875,1651.3365,362.4968,403.4333,534.754,283.0651,2134.6111,344.9968,307.2413,268.0317,300.2381,258.1333,235.9651,293.6651,1704.4222,223.019,277.8302,CD20+
87914,1853.7,4970.2,12684.5127,1406.2222,331.9487,595.6154,476.9701,258.6239,1763.0812,335.6282,300.0043,257.7265,307.1197,271.9273,241.859,276.4957,918.218,227.2137,284.8333,CD20+
87915,1897.7,4971.6,16826.8945,1235.5911,370.5749,373.915,418.5506,274.6842,2385.6113,392.753,291.0769,264.2551,306.0202,262.7652,242.081,272.6316,1737.2429,225.8097,279.6761,CD20+
87916,1913.2,4971.2,15104.9531,1341.4294,372.653,390.4118,435.1059,271.7706,2724.9177,338.3647,289.847,263.0647,290.3706,254.9941,247.1706,289.3235,1330.0353,236.6176,293.3412,CD20+
87918,1628.2,4970.8,10603.3027,1576.0461,361.9897,744.9026,549.3589,292.6564,3746.9385,536.7897,318.0718,267.0205,365.3949,243.6872,248.6154,298.7077,1763.0308,237.0872,275.9539,CD20+
87919,1710.9,4971.1,17089.4707,1431.3677,355.3857,385.7578,531.3812,273.5291,1352.8969,369.1031,300.704,258.0135,302.5785,258.3049,237.5919,334.6816,1018.3498,234.5471,259.6188,CD20+
87920,1903.4,4971.6,13737.6035,1389.3334,390.4087,507.1984,444.5516,284.9325,4334.377,359.4286,305.1984,250.9206,296.0555,262.5595,246.7579,282.1508,2126.6072,224.7063,284.8651,CD20+
87922,1756.0,4971.8,14676.7607,1623.7836,344.3531,403.4191,536.7722,287.5376,2027.41,378.8565,308.7312,277.5923,309.3872,253.7882,240.7153,310.754,1291.4761,231.8542,283.2027,CD20+
87923,1783.8,4971.9,11612.6094,1612.4609,351.1512,399.2658,516.0732,285.7878,2288.5195,346.5049,302.3488,284.1342,311.9488,251.9195,239.5927,301.5902,1358.7048,228.9878,268.3951,CD20+
87924,1850.0,4972.1,13964.7197,1314.9235,354.8521,1094.6632,477.7857,264.3265,1373.7092,351.6531,297.2857,258.0816,321.0,270.699,232.8775,290.2143,781.3878,224.9541,271.2551,Ki-67+CD20+
87925,1917.7,4972.9,12096.0664,1453.3949,380.2771,376.2102,452.6624,284.4554,3166.6975,345.2102,307.1815,275.0669,321.6656,241.4204,246.6274,292.414,2191.9521,227.3217,280.121,CD20+
87926,1923.6,4974.6,12237.7773,1342.2451,368.406,374.8511,436.1744,285.0602,2574.3655,351.1684,305.1203,248.4165,296.0722,257.0105,247.4075,278.4511,2020.9985,221.1564,282.8571,CD20+
87927,1680.2,4971.9,13314.7959,1568.1039,351.7231,392.5461,541.2577,278.9577,2074.2346,380.3423,301.5577,290.5115,301.8346,248.3077,238.2577,293.85,1240.8192,226.9038,288.3808,CD20+
87928,1859.6,4973.9,12295.6338,1563.5958,367.1583,391.4375,510.075,272.2625,2172.1084,403.8917,826.0458,268.5125,315.5167,250.8167,246.15,348.2542,1546.8,220.8833,284.2125,Others
87929,1892.7,4971.7,7538.8989,1560.3698,367.4622,393.8151,462.0924,296.6555,2885.4707,466.2773,296.4958,874.7983,452.3698,255.1765,250.9664,286.3866,1634.563,227.3361,279.1513,Others
87930,1790.8,4973.5,15171.5967,1472.239,352.4242,437.4164,507.2931,274.7584,2078.6812,336.8663,298.7686,252.3111,302.162,279.3188,245.365,290.7301,1080.2776,231.2468,269.6144,CD20+
87931,1589.4,4973.2,7399.1299,3064.4695,461.6224,707.2424,885.1148,343.9107,689.5281,468.2066,384.1582,323.2245,452.6429,305.0077,1536.3647,353.1633,327.301,811.8929,277.3444,Others
87932,1624.5,4973.8,11917.5273,1437.4534,354.0675,926.8746,521.8038,280.717,2829.9937,391.2733,318.6559,278.8006,324.09,246.3891,250.4887,297.1029,1215.0482,234.0868,276.8296,Ki-67+CD20+
87933,1658.8,4973.5,10520.9336,1545.4375,341.4083,471.6375,531.2584,283.2,1737.275,444.225,309.3958,299.7,327.3333,251.9292,248.0958,312.1708,1480.1208,232.5708,266.3625,CD20+
87935,1637.5,4974.1,10646.7676,1571.5314,351.2509,402.0701,573.3542,284.7786,2404.6899,661.9299,301.2768,293.155,322.9668,252.6421,251.5277,298.8044,1661.4281,238.8672,262.952,CD20+
87936,1700.3,4974.6,10269.8418,1529.856,347.7203,432.6638,521.1638,285.1073,2420.0593,470.0056,312.2853,302.1102,360.3164,254.4774,240.4096,308.0621,1588.8022,229.6215,262.5056,CD20+
87937,1749.2,4975.2,11112.9023,1550.9122,347.6888,402.048,517.1208,280.8328,2896.7683,362.6176,306.3427,285.495,316.7616,253.1871,238.8791,296.9934,1521.7417,227.1209,270.9917,CD20+
87938,1806.7,4973.7,17684.6543,1411.8503,356.4567,376.5945,491.9488,271.4095,2277.1182,418.874,302.7874,262.3661,304.7323,261.6339,237.7205,325.311,1441.2323,221.5118,278.9095,CD20+
87939,1909.6,4974.8,11117.0098,1514.7494,385.6416,438.6341,457.584,287.01,3907.7896,366.7043,315.7168,273.1654,315.6165,257.4612,241.6692,294.7945,2542.2356,228.005,286.1729,CD20+
87940,1631.1,4974.9,12594.624,1554.8921,357.863,474.3557,565.7084,288.4315,3410.1924,483.0612,306.3003,294.7755,353.6676,257.3265,242.4431,296.1108,1598.9475,226.9038,275.3819,CD20+
87941,1845.8,4973.3,9635.542,1472.5707,353.7966,686.5819,494.0056,268.2316,2107.3843,334.3277,322.0621,259.3729,316.5198,261.8362,244.6215,288.9209,1232.8248,228.2034,267.3672,CD20+
87945,1565.7,4974.0,8313.792,1826.9653,356.168,473.8933,665.776,289.9547,513.7546,370.9387,294.2187,273.224,417.8027,273.2693,949.152,312.112,315.3627,432.3253,287.0,Others
87946,1664.1,4973.9,13220.2725,1552.3788,360.1932,381.9053,543.2917,284.1704,3031.8599,366.4015,741.8257,280.1818,317.9204,251.7083,244.4697,292.0644,2084.9431,228.4583,275.5606,Others
87947,1688.0,4974.6,16051.7891,1519.1163,363.1101,390.1069,546.6572,278.3522,2542.4246,405.022,311.544,282.1761,308.5314,258.1667,240.4497,300.2987,1809.0189,227.8742,281.0849,CD20+
87948,1719.8,4974.2,15816.9492,1506.8234,371.5237,381.5394,532.3975,280.5142,2182.9116,356.4669,293.7508,271.8864,305.3186,261.4606,240.2113,287.164,1538.9653,232.8517,281.3912,CD20+
87949,1738.5,4974.1,15455.0967,1508.4152,359.4424,380.4273,521.8788,271.1909,2639.8062,330.8182,303.6909,261.4606,302.9182,264.1,243.9121,288.4333,1597.1182,230.0,271.5576,CD20+
87951,1936.2,4976.5,11661.8643,1208.5288,348.411,359.0677,417.3459,268.3358,1346.564,329.2932,282.8622,257.8145,309.9048,246.9649,245.4737,271.7293,1018.7995,228.0326,293.3885,CD20+
87953,1522.8,4976.3,4838.8315,1503.0098,481.1414,397.7854,578.3244,282.4805,475.961,422.061,429.3829,274.7171,338.9293,253.8146,241.6829,292.1317,811.0146,241.4585,565.7366,Others
87954,1817.5,4975.3,15576.4492,1555.8402,372.6065,390.1361,505.0296,282.5355,2997.074,359.7899,305.5325,260.3018,311.4113,255.2041,242.9911,297.7603,1689.5769,226.4024,274.5355,CD20+
87955,1880.2,4974.2,8985.0957,1502.448,364.744,599.408,466.752,275.568,2712.856,380.928,300.656,426.368,345.072,253.296,256.304,277.744,1177.952,228.728,279.336,CD20+
87957,1516.5,4975.8,9009.3916,1410.5392,488.1265,393.494,578.5181,278.0452,461.6988,444.6988,299.7861,272.2139,330.1928,260.6476,250.9729,298.1596,767.8585,243.759,403.5602,Others
87958,1595.9,4976.2,8307.5195,1772.4667,361.2456,507.5982,649.5579,287.1421,519.193,382.2737,306.314,276.5316,346.6404,264.6193,847.8509,305.707,314.4351,445.7719,280.1,Others
87959,1706.2,4975.0,14383.4072,1583.8031,361.6535,396.2047,556.5066,288.7454,2602.9343,346.3386,309.3386,265.0577,300.6483,269.2835,242.3832,291.8373,1541.2887,230.1759,277.5512,CD20+
87960,1733.4,4977.5,13248.583,1542.4636,358.3481,386.9165,518.7158,276.5098,2359.1172,423.3623,311.0853,273.5915,295.6217,264.1154,241.6892,308.2202,1540.8224,224.9414,274.4885,CD20+
87961,1826.5,4974.3,16138.667,1492.0806,360.4249,385.359,509.4835,280.0952,1793.2784,431.6703,331.8279,372.2198,312.1612,260.5678,238.8718,335.3956,1185.4103,233.7949,276.1758,CD20+
87962,1834.3,4977.3,13380.6016,1540.4653,352.0822,378.0433,509.2186,273.5065,1990.5065,756.2381,450.7879,265.0087,314.3701,283.9978,239.4113,365.2294,1584.1277,225.8225,278.8745,CD20+ CD4+
87963,1532.7,4976.4,9754.6914,1237.174,331.3387,360.389,535.6957,274.8238,526.5607,762.8238,293.0,258.4142,328.8741,255.9817,249.2403,290.1098,1209.5149,245.1396,276.7162,CD4+
87964,1542.7,4976.9,8640.7793,1263.9709,366.3065,353.65,511.8532,317.4468,4316.4517,493.8952,289.1919,321.3484,311.6952,247.6903,259.5355,291.1565,1377.1113,242.8984,278.8145,CD20+
87965,1549.6,4975.8,4135.0791,1571.0585,336.9966,382.8179,550.5189,623.811,1667.5842,564.0103,304.1409,789.4502,403.244,268.5086,256.0619,298.756,1546.5258,242.8316,271.9725,Others
87966,1761.9,4973.9,10033.6387,1847.7229,354.747,416.2892,551.8675,296.241,3896.4939,348.747,331.265,280.8554,308.0,266.0361,234.4337,302.5542,2312.2891,212.3374,271.4096,CD20+
87967,1767.5,4975.3,16728.8223,1534.6555,354.0444,376.75,542.0389,276.8055,1965.1,322.2944,296.5,255.9333,285.0889,273.0111,238.3556,300.7056,1667.9722,225.6278,275.05,CD20+
87968,1871.7,4975.5,13731.5312,1287.7018,372.3309,417.5673,447.8618,265.08,1882.4,368.7673,301.16,249.3891,288.2291,257.9236,243.0073,290.2582,1077.4836,222.8509,288.2073,CD20+
87969,1895.1,4975.8,14497.3574,1397.5701,369.2319,387.4879,441.3285,284.3961,1982.4734,340.5024,304.8986,277.4879,311.1159,247.9179,246.0531,280.5266,1927.2078,227.9807,288.2367,CD20+
87972,1618.6,4976.9,5069.9546,1637.8087,409.0706,415.3827,566.3485,289.3827,2264.5217,573.0501,301.4373,307.0387,333.4351,251.9749,244.1708,317.4283,1456.1481,239.1708,312.9476,CD20+
87973,1811.1,4976.7,13502.2363,1601.6133,367.13,403.53,514.6,279.6,3539.5667,447.06,312.3733,260.45,302.8933,251.6333,234.7367,369.95,1894.38,216.4533,277.3667,CD20+
87974,1841.4,4976.5,10163.7002,1570.1151,363.3679,420.1227,523.9924,267.7491,2385.5735,400.3302,545.4075,267.9755,311.3736,263.8207,238.6453,335.0056,1621.4132,217.4736,281.5774,CD20+
87975,1888.9,4975.3,17085.8359,1208.2837,361.5529,385.7067,415.7644,265.9615,1962.625,352.8029,281.8269,286.976,306.726,272.2933,241.6635,277.5769,1409.3654,238.2067,276.9279,CD20+
87977,1712.3,4977.0,16518.6973,1539.7197,372.5923,386.5573,552.949,282.414,2220.7134,336.2548,303.121,269.0796,292.7389,251.3949,238.5096,290.6178,1553.1115,227.7229,272.6147,CD20+
87978,1853.0,4976.6,10641.7158,1587.4307,359.6404,512.6068,500.442,278.4157,2478.8501,351.0075,317.9925,278.2172,294.4794,267.5768,245.6592,298.8427,1541.0375,227.809,279.3109,CD20+
87979,1903.6,4978.1,12705.0928,1434.7408,385.7531,462.7164,449.0318,282.9878,2962.7581,344.5037,301.2225,257.3032,312.3521,263.423,245.8729,274.1027,1831.6063,226.3716,295.5257,CD20+
87981,1612.7,4975.4,7026.7002,1703.3522,366.8583,428.5547,620.0121,288.8623,765.8178,540.3361,297.8664,420.2227,334.5101,258.4696,253.4413,323.5466,892.6316,242.1174,291.9109,Others
87982,1683.1,4976.2,16833.3281,1424.2489,354.8035,372.7336,523.2795,278.0917,1646.6201,330.3013,288.0524,272.5327,289.1179,250.31,245.9476,281.7292,1332.2838,229.6376,272.5022,CD20+
87983,1727.7,4975.9,17138.9414,1420.0986,361.8355,403.8158,528.2961,268.7434,1450.7632,349.7961,279.8947,265.1711,290.0987,276.1776,248.8684,282.4145,1123.6382,228.1316,282.5921,CD20+
87984,1560.9,4977.3,7712.6313,1899.2057,369.3085,469.4255,697.9894,302.8085,517.2269,422.0071,305.1631,306.1667,402.5567,271.0355,697.7979,305.5532,513.961,377.6986,294.1064,Others
87985,1941.1,4977.8,13554.3701,1235.2867,359.7321,372.4226,422.7321,272.0189,1779.4906,348.4377,287.6302,266.0755,301.1019,250.117,243.5509,279.634,1376.5962,226.0491,293.9887,CD20+
87987,1722.7,4979.3,11268.8408,1501.5879,346.0412,401.0824,522.9423,280.8983,2399.9587,343.7967,304.9835,266.3077,313.9313,259.5714,234.2775,296.1978,1797.1318,224.4176,262.6483,CD20+
87988,1758.4,4976.7,14313.2451,1471.2452,355.1538,403.226,503.1538,278.601,2623.6201,352.3413,293.399,266.9808,302.6635,257.2019,236.4327,292.4183,1190.2452,226.4856,271.0865,CD20+
87989,1877.9,4978.2,10042.248,1328.2676,353.4592,420.924,440.8394,274.4028,2179.5916,344.8958,294.1972,256.0225,297.7944,245.9352,242.7803,275.2085,1026.5803,221.7521,284.7972,CD20+
87993,1822.1,4978.7,14827.2236,1503.7025,366.6147,422.6685,516.0,269.0935,2019.7762,361.8952,300.4731,246.8442,310.864,262.1615,243.7337,305.8754,1153.1558,224.9745,274.4702,CD20+
87994,1957.0,4981.5,13400.3691,1456.9794,392.4676,393.2906,460.3053,293.6696,3328.3953,533.2124,315.4941,246.8112,317.559,257.8141,243.8304,292.3982,2124.9883,219.2124,281.1755,CD20+
87996,1571.6,4977.7,2814.2983,2783.9111,392.9294,568.1139,815.0479,343.5421,621.7813,453.9225,337.3804,329.8405,545.3463,279.2802,882.3531,347.4237,359.9431,884.4601,295.7608,Others
87997,1789.4,4978.4,13528.209,1480.8306,355.4315,399.1531,509.3991,269.1624,1830.5708,381.9722,292.4084,254.884,299.5406,266.1183,244.3596,291.1369,1247.2924,231.3921,275.7958,CD20+
87998,1884.9,4978.0,11971.3525,1396.3561,364.856,396.6932,439.9318,276.7273,2699.2158,530.9773,308.7576,306.106,319.2538,262.3674,246.3826,304.0417,2153.9507,230.4962,287.9659,CD20+
87999,1639.2,4978.1,15664.5146,1462.87,355.33,412.685,544.765,278.045,1922.455,577.165,293.26,266.95,323.815,260.44,243.865,309.275,1382.63,245.465,269.75,CD20+
88000,1644.8,4978.4,10801.417,1578.3281,341.0067,530.125,553.0491,278.6853,1415.3416,655.7411,312.2522,341.8438,328.6942,268.404,241.7009,328.5491,1495.9464,230.8504,280.1674,CD20+
88001,1763.8,4978.2,17290.5703,1410.0338,360.8213,383.744,502.57,274.0386,1820.8213,333.8841,294.3478,257.8261,315.7536,250.628,244.4831,292.2077,1157.4299,227.8889,281.628,CD20+
88002,1864.3,4978.7,14031.2725,1402.6705,363.49,387.341,467.8854,260.0917,1938.1433,974.6046,513.5272,268.6246,294.765,286.0258,239.2636,472.2636,1751.7937,218.9169,272.5731,CD20+ CD4+
88005,1669.5,4978.6,16439.4473,1589.1121,384.4979,400.9419,559.5477,281.4606,1240.0,342.6473,1573.4855,278.61,322.4855,260.0208,244.4979,309.4855,1748.6224,236.4772,274.1701,Others
88006,1694.5,4978.6,11589.6631,1726.2351,350.7932,458.6742,559.4306,295.0283,2364.9802,570.238,309.5354,353.0255,395.3569,267.1643,243.9008,325.0085,1754.0028,227.9887,276.3739,CD20+
88007,1897.4,4978.8,15516.6797,1265.057,367.5482,387.9868,434.1579,267.5746,1853.2018,346.2895,280.7807,254.614,312.9123,268.2807,248.2237,283.1711,1483.478,233.7456,288.0702,CD20+
88008,1662.4,4979.4,13087.9092,1602.1169,365.8701,406.2143,567.8376,285.8636,2882.6992,385.2403,448.7035,273.868,305.8745,257.487,239.2987,308.9632,1856.6083,229.381,265.0693,CD20+
88009,1677.3,4979.0,11547.1104,1718.4854,367.6124,422.9153,559.4072,295.5993,1837.2085,380.0293,373.4202,343.2769,357.5896,259.3778,241.6515,295.6808,1253.5668,236.2704,259.9348,CD20+
88010,1828.4,4979.3,16329.918,1436.7969,349.7539,392.6797,500.6914,262.3984,1523.8594,782.7422,288.2461,265.4102,319.5703,269.7695,235.4805,530.0742,1689.4023,219.2695,277.9023,CD20+ CD4+
88011,1858.1,4979.6,11613.4766,1490.5531,348.5018,382.9524,511.0989,262.5788,1653.7583,419.7985,301.2088,273.6776,303.2234,255.5128,239.4139,333.1685,1255.762,224.652,272.7363,CD20+
88012,1891.4,4982.7,9767.8457,1423.8922,376.1858,384.905,446.1929,283.4184,3122.1758,362.4893,310.3858,275.0553,312.8823,251.5362,246.7858,283.1305,2028.9362,220.5163,290.0695,CD20+
88013,1914.3,4978.7,13874.5654,1275.4041,366.9192,374.1414,432.1616,274.9899,2072.5557,494.4041,281.4748,272.0606,316.4546,249.1414,240.7576,313.3131,1619.8586,222.4949,276.0202,CD20+
88014,1917.7,4978.9,15617.4307,1259.1655,377.6225,356.6755,423.3377,269.2914,2771.8674,501.6159,284.9338,276.3179,298.649,258.1324,244.1788,314.5166,1782.7351,230.0662,275.7219,CD20+
88015,1503.7,4980.1,5271.6128,1511.469,373.541,391.4864,584.3275,798.3499,494.7196,518.1613,303.5087,516.0099,408.3027,281.6873,236.9653,301.1092,751.5137,244.9752,339.5211,CD163+
88016,1625.2,4981.9,6363.1865,1648.1317,385.942,417.8448,569.2304,292.4436,2686.439,642.9341,313.7837,283.2289,322.7821,249.2743,247.4592,310.6301,1412.7697,238.6771,305.4687,CD20+
88017,1743.8,4979.0,13363.7041,1515.4685,326.717,376.6698,516.8491,276.1541,1937.1636,329.4025,290.0943,270.2421,293.9969,250.7138,245.7579,294.5943,1215.022,225.4686,275.8491,CD20+
88018,1800.4,4979.4,14980.6982,1454.0131,364.2812,394.4193,502.2162,266.7734,2174.5938,526.2969,291.612,263.2318,318.349,249.0964,245.487,371.2787,1682.2526,220.651,283.474,CD20+
88020,1717.2,4980.5,12766.877,1482.1733,350.9267,391.6767,521.3967,281.58,2185.8267,343.0833,296.3967,268.3467,291.4767,255.4933,241.21,283.85,1821.2833,226.68,270.24,CD20+
88021,1738.4,4979.6,14645.8945,1460.15,346.1611,390.3889,513.5555,271.8278,1833.4778,391.0,301.8722,261.0611,297.4833,263.3778,238.1333,296.1111,1237.9833,233.6611,277.0167,CD20+
88022,1772.6,4980.5,12682.1123,1490.1512,352.3922,376.3361,510.9552,281.3137,2663.3838,330.2633,301.3529,252.4846,310.1008,249.6555,244.4678,292.0308,1446.8907,224.8263,281.0084,CD20+
88023,1783.9,4980.2,15097.0098,1543.3987,357.1569,379.3301,521.2059,274.3693,2564.1045,321.317,298.1797,259.1405,299.5098,254.8856,241.5948,288.5196,1338.7941,224.0425,270.4052,CD20+
88026,1612.7,4980.4,9365.2412,1566.4326,352.9893,426.1241,586.5,276.0922,577.3759,510.9575,303.9716,363.4291,310.2376,251.9043,250.961,311.422,802.695,244.7163,337.9787,Others
